Instance: Direction_Num_12_ID_9_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 539.222485494068
Runtime: 4.67300009727478
Gap: 0
Path: 
50.0 50.0
45.415 71.2468
27.8599 56.4642
18.4097 48.4999
5.0488 37.2404
15.504 40.613
40.2711 68.7172
30.1097 81.9159
38.2446 93.3172
33.6419 96.7317
16.394 81.6301
39.6816 78.5917
57.6407 92.3858
70.8563 101.5552
90.7032 115.381
104.3569 107.1108
93.1731 95.4815
77.1773 88.148
58.6437 66.8322
61.7439 56.2814
36.5578 29.3407
69.3576 7.0463
81.3689 17.5764
82.1941 7.5057
97.025 22.1654
50.0 50.0
