Instance: Direction_Num_12_ID_20_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 357.7645082462949
Runtime: 5.0370001792907715
Gap: 0
Path: 
50.0 50.0
64.5206 32.9778
73.0882 36.4972
88.5517 54.0801
93.6034 59.8274
86.4574 71.2965
86.5379 71.6399
93.9233 84.8671
99.7334 95.2728
98.4018 108.6008
91.7024 103.74
80.9856 94.8699
80.7266 94.6549
78.5721 92.8686
64.6172 81.3126
35.9529 97.1803
23.8333 90.8438
13.127 85.245
4.0448 78.3294
25.4543 70.5098
21.8837 65.4131
16.4588 57.6684
4.6513 40.7941
23.867 19.8799
44.2917 42.8581
50.0 50.0
