Instance: Direction_Num_12_ID_14_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 434.0373343518715
Runtime: 40.44799995422363
Gap: 0
Path: 
50.0 50.0
83.7683 40.3817
79.0938 34.3547
72.6267 26.0125
63.3086 13.9787
81.0623 11.4617
87.7403 17.8578
96.8765 26.607
105.3751 41.6009
85.8511 54.1261
91.7798 68.1528
90.9815 76.5998
108.348 99.5308
81.2478 96.9986
69.5161 94.2471
65.4303 119.2878
50.0085 98.9858
46.5225 94.3989
26.2871 67.76
17.0985 50.8798
9.5483 37.0152
16.8108 18.5194
23.985 17.8701
28.8647 23.5498
36.6216 32.5814
50.0 50.0
