Instance: Direction_Num_12_ID_15_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 423.8247282871985
Runtime: 9.29099988937378
Gap: 0
Path: 
50.0 50.0
62.9589 47.3526
76.9274 62.7021
79.1164 67.2133
62.8212 55.9199
64.2825 66.6615
73.4277 84.9859
71.0019 93.5894
78.1945 101.8124
114.9161 71.2041
117.17 68.9918
95.5488 47.8115
94.497 47.0058
105.9543 22.7033
95.1471 13.6902
54.0689 31.6961
45.5411 25.9541
34.4371 18.483
26.0827 12.8585
22.0097 28.743
27.4258 41.7452
7.0826 50.7131
18.1896 62.3583
25.5419 45.8852
35.6093 48.6252
50.0 50.0
