Instance: Direction_Num_16_ID_10_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 495.87013941917013
Runtime: 3600.0969998836517
Gap: 0.22128052412143712
Path: 
50.0 50.0
35.4635 20.2622
29.2026 7.462
30.5777 6.827
43.88 20.1206
48.7193 24.9586
54.8555 31.0928
60.0986 36.3336
65.2779 41.3466
76.132 22.6664
93.025 42.5577
74.6021 74.6528
89.2951 95.0792
77.2961 94.6099
68.7145 90.1559
59.2509 85.244
46.3136 78.5296
41.8606 81.5557
47.368 90.6951
48.5969 92.7347
58.2224 108.7117
53.2178 114.476
32.7297 102.2833
30.8047 119.3771
13.1378 96.7884
33.9728 66.9681
24.3106 51.1705
20.9867 45.7382
16.0759 37.7116
13.745 33.852
11.0436 29.3793
27.5813 30.2745
49.5634 49.6158
50.0 50.0
