Instance: Direction_Num_12_ID_1_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 457.9853703284908
Runtime: 22.757000207901
Gap: 0
Path: 
50.0 50.0
49.9902 46.9482
36.5511 33.9584
32.4429 29.9895
26.0475 23.8098
6.7864 5.1904
6.7864 5.1904
23.6813 48.79
41.4597 71.6973
19.1692 70.6408
27.7421 77.5635
35.2456 83.622
41.6857 88.8231
60.9209 99.4866
75.3134 107.469
81.9675 95.2343
62.6768 68.2707
69.4143 60.2828
93.1602 74.2212
94.7082 73.2027
92.1522 69.4124
78.6248 49.3415
78.2192 48.7401
115.5071 44.1858
97.6548 29.1084
50.0 50.0
