Instance: Uniform_Num_16_ID_8_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 574.3156627707406
Runtime: 3600.62900018692
Gap: 0.2704838367379633
Path: 
50.0 50.0
49.9648 42.6004
60.2144 41.2277
67.8823 40.2011
90.936 37.11
94.4913 34.6716
117.8633 31.1357
104.3589 1.0326
87.8115 4.8475
72.5201 -4.491
72.7814 22.9323
73.9024 26.3803
48.8473 27.8788
32.8394 23.6907
14.4545 50.5489
9.3155 79.5164
4.0189 109.3728
7.976 97.9186
11.6285 87.3422
13.2068 82.7761
4.9315 68.3858
3.2042 65.3839
25.777 59.2594
33.7801 57.0901
67.1528 45.3747
72.0662 46.6454
65.831 64.0164
62.0321 74.5926
60.1151 79.9281
58.579 90.8816
54.5987 119.2244
52.7265 89.8385
51.4242 69.4308
50.0 50.0
