Instance: Uniform_Num_16_ID_10_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 681.8807031202756
Runtime: 0.8389999866485596
Gap: 0
Path: 
50.0 50.0
54.8169 52.0806
59.2895 35.2352
65.0063 35.2347
69.9398 5.4336
79.3432 33.4412
66.5464 45.1899
99.7702 83.9938
116.9798 96.6256
99.4786 133.1243
91.9616 97.51
46.4294 88.2947
36.5686 56.7417
42.2711 64.3946
14.1506 60.92
-15.5335 64.3056
9.2303 50.773
10.982 42.1369
19.1096 67.3242
26.21 61.1932
19.3712 73.5781
18.8492 73.0441
22.8253 49.755
31.5575 50.2575
28.1481 28.652
37.2568 37.7497
42.7515 22.1735
38.4198 16.9791
20.2854 7.9482
22.6013 23.5045
48.8817 13.5296
50.3324 14.0123
50.0138 48.535
50.0 50.0
