Instance: Uniform_Num_12_ID_11_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 397.302520891048
Runtime: 14.550000190734863
Gap: 0
Path: 
50.0 50.0
39.45 20.0946
43.9989 7.3849
112.6399 15.2339
95.1038 35.1153
77.9505 37.8702
82.9354 56.6911
75.0896 68.2457
87.246 80.9995
92.9354 82.7987
86.2817 91.6424
71.5804 100.6774
63.7211 105.5056
58.4148 81.6223
51.8411 86.5046
51.2033 86.9795
47.2225 89.9362
19.9506 88.8059
19.776 88.7689
18.6565 88.5339
18.5544 67.3486
18.5075 57.1753
18.4813 51.2473
25.7454 61.3831
38.3253 59.4918
50.0 50.0
