Instance: Uniform_Num_16_ID_1_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 460.5744777032454
Runtime: 83.99399995803833
Gap: 0
Path: 
50.0 50.0
58.232 45.5861
35.9534 48.0964
20.317 49.861
10.6813 39.5518
0.5797 28.7427
-11.2873 16.048
12.1805 17.5815
17.2317 27.7848
21.5166 27.5131
31.1364 26.9046
36.6513 21.4599
52.1807 6.1277
46.4012 2.0591
41.2284 -9.041
59.87 -5.2191
72.8695 -12.489
94.8012 11.7367
110.091 29.8874
89.2964 49.2484
79.593 55.3902
81.1914 78.3594
79.4752 93.4267
77.7958 108.1776
63.8178 98.6833
62.721 97.9381
60.028 89.7528
56.6715 79.5491
54.6636 76.7492
53.5705 75.2247
43.4405 78.4416
40.3248 77.2878
44.0568 66.7575
50.0 50.0
