Instance: Uniform_Num_20_ID_14_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 657.5280586103268
Runtime: 3600.5069999694824
Gap: 0.08802392364494464
Path: 
50.0 50.0
57.3116 54.6943
81.8966 70.506
86.4601 73.435
72.3118 82.1814
71.9896 82.438
59.1803 92.6504
49.5272 97.384
32.825 116.8239
35.6931 70.9608
13.0423 77.8655
14.7021 72.4998
24.1099 85.7443
25.3899 86.1135
14.6438 95.2338
1.7354 93.7926
-19.0538 91.4721
-20.8242 54.8497
5.8509 57.3009
11.2549 59.5683
13.6117 34.4459
15.7814 11.3105
17.7263 -9.4384
19.3212 -10.8804
30.0881 2.174
32.1722 4.7026
48.6106 24.6208
50.067 26.7542
75.7119 12.2032
74.157 37.6101
91.6342 36.6419
88.3507 46.5787
98.9163 59.3223
82.4652 62.9643
62.1869 68.4343
62.1869 68.4343
56.2935 67.7785
49.9747 64.9802
40.5612 60.8134
37.9843 61.1021
20.8996 62.9995
50.0 50.0
