Instance: Uniform_Num_16_ID_4_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 546.1964423856845
Runtime: 3600.451999902725
Gap: 0.08124707058806352
Path: 
50.0 50.0
53.9391 56.1557
66.4219 76.9963
66.4219 76.9963
76.3076 74.3631
86.9771 75.1775
90.1731 83.1121
82.5993 98.327
86.8693 106.1738
61.9834 92.906
49.8569 86.4411
66.4594 72.323
36.0536 67.5286
47.0064 63.6865
70.2991 59.9054
79.13 58.4722
79.13 58.4722
87.237 64.936
89.3208 70.0504
92.1114 72.0177
102.5607 53.5025
92.17 47.9851
80.5883 46.7582
74.0014 27.7498
68.2572 1.2488
80.4679 3.4553
76.2589 -18.5751
32.622 -2.858
9.1857 5.5834
15.3481 11.6902
34.7797 21.2081
54.3461 6.4586
52.4922 39.5805
50.0 50.0
