Instance: Uniform_Num_20_ID_11_R_2
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 819.950611569591
Runtime: 0.49499988555908203
Gap: 0
Path: 
50.0 50.0
54.1858 56.1877
48.5894 25.06
48.7537 32.4989
65.3831 41.7829
63.9865 45.2205
34.6052 53.0925
27.0022 69.3719
13.7351 46.4453
11.1083 46.3031
18.867 62.1192
12.4829 57.1696
-13.0212 39.2984
-26.5242 84.8495
3.7209 96.6099
12.8281 78.8934
41.595 78.6831
41.9831 75.9937
44.7653 78.8804
52.062 89.3129
57.8567 97.8851
59.7403 93.9908
71.4213 69.8569
71.1353 69.1355
77.6184 100.1548
75.6738 88.598
104.3971 97.6279
109.124 99.1168
84.9005 77.2657
97.7346 41.8313
109.7613 25.4133
78.1845 -11.6415
64.0095 14.8811
41.0992 -0.207
30.6875 -24.9774
19.753 -7.9232
11.294 28.6986
7.1981 26.5075
14.3215 16.5944
14.4452 17.4098
35.6773 36.87
50.0 50.0
