Instance: Uniform_Num_16_ID_19_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 476.2840567536225
Runtime: 3600.1459999084473
Gap: 0.1463515215239023
Path: 
50.0 50.0
39.2955 43.174
30.0803 37.2989
34.2948 33.8811
37.821 12.7515
34.64 3.5415
29.8167 -10.4302
42.0222 -13.7684
66.2719 -4.2757
91.1493 -16.2699
89.7169 1.743
89.4417 5.1777
84.0777 22.0807
81.0402 6.0766
75.243 17.2198
75.243 17.2198
58.3054 42.1522
58.1639 43.6592
57.8393 47.1068
37.3431 56.9113
27.5942 58.6855
0.1242 56.0808
3.3028 57.9708
17.8146 67.7119
17.9245 67.7858
21.7554 69.325
40.675 76.9405
42.7142 78.5086
52.1351 85.7451
57.8605 82.532
60.0385 95.0135
89.5416 97.2111
79.7959 85.5814
50.0 50.0
