Instance: Uniform_Num_12_ID_1_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 349.0520265840536
Runtime: 7.056999921798706
Gap: 0
Path: 
50.0 50.0
29.0885 64.2178
16.9025 72.5005
17.8278 73.0033
35.841 74.7579
44.6531 75.6203
44.6665 75.6215
64.5101 74.5876
69.2326 87.2469
65.8648 89.9667
72.996 104.1566
80.9245 99.6365
94.3685 91.9684
100.9406 88.2223
100.3182 75.3669
97.536 17.7838
92.6314 9.5624
92.6704 23.6629
75.4377 17.0769
73.9769 16.5185
57.3366 22.0474
44.0429 9.6733
41.5785 13.7253
39.2097 27.4589
42.5391 44.5942
50.0 50.0
