Instance: Uniform_Num_16_ID_17_R_4
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 575.2925011781041
Runtime: 3600.3339998722076
Gap: 0.030423246026519035
Path: 
50.0 50.0
50.3253 48.8039
37.3705 61.3469
35.9869 58.1515
29.9855 44.2828
27.4356 38.5282
42.1989 29.2467
34.5637 20.1023
35.2425 18.7569
39.9093 9.4909
42.7602 3.8332
41.7006 1.6292
62.8684 21.5972
62.8688 22.2467
30.4732 8.4986
26.5964 6.8518
9.9715 -2.0323
1.0492 5.5056
23.3019 9.7544
48.7695 14.618
56.5517 39.9752
55.6901 45.8849
52.1963 69.8093
29.0118 81.4563
28.4472 107.2483
73.7476 91.6309
82.2114 72.6679
91.9092 91.0703
112.7102 86.1951
99.0723 32.7124
86.8401 27.4963
76.6711 28.5847
65.8871 41.576
50.0 50.0
