Instance: Uniform_Num_12_ID_5_R_6
Steiner-visit: True
Benders Cut: Mileage
Formulation: DFJ
OFV: 403.2334345998768
Runtime: 3600.516000032425
Gap: 0.05750112096228502
Path: 
50.0 50.0
42.8955 49.7762
30.5832 49.3828
20.726 49.0698
18.0116 48.985
22.8195 25.7275
53.32 28.8293
56.1254 29.1139
58.1456 13.1355
69.0929 14.6672
90.1342 29.2901
90.5119 29.5524
103.5027 38.5751
99.4984 55.2304
93.8126 78.8722
61.8324 79.4702
47.6533 101.4979
35.9766 90.7078
27.4393 62.4262
12.959 67.0064
33.48 62.0138
41.4696 60.0725
56.3018 39.4751
59.7038 39.3613
66.5015 39.1364
50.0 50.0
