Instance: Uniform_Num_20_ID_8_R_4
Steiner-visit: True
Benders Cut: Default
Formulation: DFJ
OFV: 622.9825882289979
Runtime: 957.0620000362396
Gap: 0
Path: 
50.0 50.0
57.1362 45.7508
71.1569 37.3953
81.3629 23.9867
90.3549 11.2408
99.307 4.3768
126.3619 2.3525
103.6368 10.7696
84.6336 17.8098
74.4752 21.5761
68.6244 23.7466
66.5845 26.1506
56.8805 26.8154
46.4617 23.6633
43.7959 25.2112
44.3101 31.3351
43.1702 48.6306
43.6664 49.8654
52.867 72.7526
59.6323 89.5808
92.7109 88.86
114.827 105.9162
100.6369 87.9025
96.0496 82.0732
77.9468 76.4151
82.6397 75.7579
75.3532 84.2277
72.035 84.2814
54.8863 96.8598
51.4193 100.1985
33.524 117.4117
29.1741 88.7509
10.3877 52.2944
9.4674 51.8012
-15.7504 38.2486
-15.9436 46.1025
13.3144 43.4766
15.7799 40.9532
27.2022 29.2764
34.9517 31.3268
51.1905 50.3019
50.0 50.0
