Instance: Uniform_Num_20_ID_9_R_6
Steiner-visit: True
Benders Cut: Default
Formulation: DFJ
OFV: 578.1970258206675
Runtime: 3601.173999786377
Gap: 0.2449236172066314
Path: 
50.0 50.0
43.6545 55.1829
54.3171 50.965
57.0334 49.891
57.5242 31.4288
57.7295 23.6858
62.7409 -0.2969
77.6788 8.1034
89.3518 14.6684
86.9895 11.6691
80.3895 15.7637
80.3895 15.7637
97.4212 39.8936
99.9456 56.7893
110.7936 81.5728
92.0673 117.3932
83.8437 91.3326
67.1471 90.7134
47.8191 89.9961
34.2652 89.4939
15.6136 76.3807
16.3174 89.8598
39.7406 69.23
41.3332 67.8268
32.2619 51.053
31.9363 51.3254
20.785 60.6552
18.7654 59.6765
2.2527 51.6779
-11.6203 44.9576
1.5876 30.8801
2.0022 30.4381
11.5794 46.1565
13.8702 49.9168
22.8548 52.7515
21.4662 45.9359
18.812 35.1379
37.8967 32.6434
59.6505 54.2732
57.0973 52.539
51.3611 48.6437
50.0 50.0
