Instance: Uniform_Num_16_ID_20_R_2
Steiner-visit: True
Benders Cut: Default
Formulation: DFJ
OFV: 639.5113661683012
Runtime: 1.5209999084472656
Gap: 0
Path: 
50.0 50.0
50.4419 37.4595
31.6239 39.0891
31.6268 39.0745
37.2132 9.4347
88.7704 -2.507
64.8877 17.5314
64.9324 17.7224
71.7782 46.8898
79.79 29.3511
101.3688 34.2125
101.5765 45.5882
87.0488 66.4989
89.6679 70.8842
104.6914 88.0876
84.7729 80.7905
64.6133 105.1717
51.0486 94.5551
60.7895 66.6346
54.5675 87.9515
32.0625 100.4319
-2.3376 107.296
2.1261 102.6097
7.5607 96.9032
16.0894 87.9473
15.0451 79.7278
-0.8403 58.3593
-6.418 18.7901
1.8024 27.0407
19.0936 44.394
26.6451 54.6002
27.4313 54.3587
45.3647 48.8493
50.0 50.0
