Instance: Uniform_Num_16_ID_14_R_2
Steiner-visit: True
Benders Cut: Default
Formulation: DFJ
OFV: 664.8366023215241
Runtime: 0.8299999237060547
Gap: 0
Path: 
50.0 50.0
55.1666 47.7282
88.8729 47.9215
110.2949 46.1086
98.4503 25.8545
76.2188 24.9479
44.8691 23.6612
59.021 20.0675
44.4323 26.0593
38.473 27.1039
23.6669 4.5823
27.5201 -28.0229
11.6056 4.1407
27.4116 18.5448
20.2057 28.7109
27.4121 34.963
5.8489 25.877
-17.5234 38.8433
11.4083 50.8006
10.8672 54.9204
19.1192 64.5493
23.4836 69.6497
46.9999 82.5995
48.5941 83.4803
67.8048 71.9467
73.8645 73.4036
88.6917 62.0515
81.4226 91.139
56.4796 97.5125
45.8847 91.0134
43.9322 106.4127
35.0489 113.0418
23.3111 77.7497
50.0 50.0
