Instance: Uniform_Num_20_ID_8_R_6
Steiner-visit: True
Benders Cut: Default
Formulation: DFJ
OFV: 581.2717841048546
Runtime: 3600.8529999256134
Gap: 0.380817939220125
Path: 
50.0 50.0
49.8046 49.7802
31.1253 28.7587
31.1366 28.7624
12.9173 41.4742
8.5027 41.9641
-14.6972 44.5325
-14.7378 39.9733
8.8926 53.6253
12.173 60.0211
27.3734 89.6569
34.09 115.4923
54.1432 98.9607
57.9252 95.842
70.2756 85.6605
73.1574 83.2841
80.7973 76.5509
79.9245 76.7416
94.7183 83.5787
113.16 104.7727
95.7073 93.1948
91.986 90.726
60.9936 88.0929
54.5056 72.0221
45.7446 50.3219
45.2148 49.0096
49.3367 35.6893
50.5246 31.8513
45.781 25.6859
45.7809 25.6858
67.549 23.7792
71.2824 23.0463
78.3313 21.6596
81.9942 20.9406
91.2486 13.1307
100.1653 6.1877
124.5298 3.2464
103.0324 14.1957
76.6682 27.6252
69.7397 35.981
57.7834 44.4731
50.0 50.0
