Instance: Uniform_Num_12_ID_8_R_4
Steiner-visit: True
Benders Cut: Default
Formulation: DFJ
OFV: 463.46905605243506
Runtime: 0.7609999179840088
Gap: 0
Path: 
50.0 50.0
51.4288 62.5623
21.2842 77.7911
14.4286 78.1139
0.4921 78.7746
9.896 34.9949
21.5193 15.3817
55.8359 15.6318
78.0458 26.5793
96.4357 26.3696
107.6653 40.922
80.3651 38.4096
71.8653 48.8065
73.7035 54.2947
74.2404 55.8908
86.8543 71.8134
81.7976 72.8297
85.9342 79.1841
92.9816 94.2327
88.096 94.2008
88.6938 125.838
57.7444 104.5812
50.2523 73.5139
50.1758 73.1967
44.7447 50.6782
50.0 50.0
